Q,A
공지 언제 올라온대???,이번 주말 지나고
과대 하는일이 뭔가요??,욕 먹는일
과사 전화를 안받아서..,개인신상정보서에 다중심화전공 들어가면 나오는거 같아요!
과사무실 어디에 있나여?,s3동
과사에 제출해야하는거야?,나는 상담한 교수님이 상담하고서 종이주면서 과사에 제출하라고 하셨어
과제 내주신거 있었나??,예비보고서
관리세 언제 청구 되니?,마다 달라
교수님 성함 왜 안 떠?,아직 안정해진거
교수님이 말씀해주시나요?,계획서를 보셈
교제 어디서 가져와..?,우리과는 학과사무실인데 다 다른가?
구관도 희망없는거야?ㅠㅠ,신입생이면 되기는 할걸ㅇㅅㅁ..?
국장 난이도 익스트림하네,넷플릭스는 어제 -36퍼찍었는데 뭐..
군대가 점점 가까워지네?,어서와~
군사경찰(헌병) 어때요?,부대마다 다름~
궁금하네 후딱 알고싶은데,"그전에 분할납부, 군휴학관련창에서 확인 가능했는데 지금도 되는지는 모르지 정식확인은 등록금고지서 발표날 맞음"
궁금행 이제 지하철탔는뎅,내기준 아직 널널~
그 분들도 간호사인가??,간호조뮤사
그 안에 씨유에는 있나?,씨유에 잇을 걸? 학생식당엔 못 본 것 같아
그냥 바로 격리하고싶은데,피씨알받고 격리하면 지원금주지않나?
그냥 시간맞춰서 타면돼?,아침에 학교가는거? 임차버스 말하는거지? ㅇㅇ 그 시간전에 타는 장소에 있으면 버스옴 정확히 그 시간에 출발하니까 5분 일찍가있어
그럼 과제는 대체 뭐냐?,오늘 ㅊㅂㅎ교수님 안오셨나요?
그럼 성적장학금 못받아?,몇학년?
그리고 1유닛당 얼마줌?,한밭대 핵심역량 치면됨
극약 처방법 없을까요…?,rc는 오답노트하면 올라요 lc는 스크립트 보면서 음성과 같은 속도로 따라 읽으면 올라요!
근로 연락온사람 있어??,나두 안온다ㅜ 혹시 왔어?
근처에 닭발맛집없니..?,"웅이였나,,,웅,,웅,,,,웅머시기,,"
금수저아닌 이상 좆된건데,어차피 여가부는 폐지야~~
금요일까지니깐 잊지말라구,그거 안하면 어케돼?
기계공 글쓰기 필수임…?,그건 모든 신입생 필수잖아
기공 선배님 계십니까??,예 있숩니다
기말 몇 점 만점이었지?,계절 공수 안하죠?
기말 성적 언제 나옴??,한 일주일 후?
기말 잘보면 커버 ㄱㄴ?,중간이 평균반타작이면 기말만점이 아닌이상 b+정도
기말고사 대체과제 맞음?,그런거 같던데.. 보고서 싫다..
기술경영 뭘 공부해야됨?,얼마나했니
기술경영 책 뭐사야됨??,다들 샀나해서
기타도 꼭 써야 하나요?,매주 미치게씀
기타보다 배우기 어려움?,리듬타는게 어려울껄
긱사 드갈수 있을까..?,뭐지 내 얘기인줄
긱사에서 뭐가 울리는디?,헐 혹시 미래동?
김순재 교수님 어때요??,자옥씨
꿈돌이 팝업스퀘어 있나?,3월 23일엔 본듯
나 말고 상대가 반말함?,요샌 상대역도있냐?
나랑 취미 공유할사람 ~,취미 고민상담 and 탁구
나만 강의실 안나와있음?,강의실은 통합학사에서 보신 건가요?
나만 모르는건가…?알려조,나도 모르겠다 ㅜ
나만 문제 이해못한거야?,그런생각이들었으면 아마 c…
나만 아무것도 안 떠??,나도 안떠 ㅠㅜㅜㅜ 지금 난리남
나만 아직도 대기임..?,"나도 대기,,,,"
나만 안나온거 아니지??,도대체 뭐하세요 주신이형...
나만 역사와 문화 터짐?,교수님이 뭐 문제있으셔서 나가시는듯..
나만 ㅈㄴ게 느림...?,느린거임
나만 혼자야.. 또 나만,둘이 친구해
나만안터지는거 아니지??,잘되는데
나올만한거 뭐있어????,배운게 없는데
나중에 교환학생 못감 ?,ㅇㅇ그러지않냐
난 집무너져도 잘사람인듯,그러다 의문사
난이도 어땠나요 다들??,그냥 개쉬웠는데
납부완료라고 뜨신 분??,6시부터 조회 가능하다는데 뜸??
낮에도 맨투맨 입는사람?,ㄴ ㅏ
내일 수업 없는 거야??,넵 대신 과제
내일 시간푠데 가야되나?,가야즤 어케잡았냐ㅠㅠㅠ부러워..
낼 시험 11시 맞지??,이거 오픈북형식맞아?
낼 실강이야 녹강이야 ?,혹시 어떻게됐어?
냉장고 몇층에ㅜ있어 ??,2 6
너네 따로 키트해볼거야?,굳이
노래 추천좀 받고 싶은디,노래 취향이 머양
농협 atm기 써야하는디,농협도 있잖아요
누가 마이크 킨 거임??,무슨일있었어?
누가 부르고 있는거같은데,원형광장!!
누워서 쉴만한곳 있나요?,국제교류관 휴게실
다들 기요설중간 잘보심?,흐어
다들 몇 시에 퇴실해??,11월 30일
다들 몇급 몇점 나왔어?,2급 턱걸이 ㅎㅎ.....
다들 수강취소 승인났어?,14일부터 수강철회아님?
다들 시험공부하고있니??,너 누구야!
다들 잘 봄? 난 개망함,나도 한자리수
다들 잘봤어? 난 ㅈ됐다,난 ㅈㄴ 어려웠음 ㅅㅂ ㅜㅜ
다들 저녁밥 먹고 나감?,빈속에술먹으면빨리취한다
다들 조별 얼마나했어??,시작도 안 함
다른 분이랑 하고 싶은디,상담 따로 하고싶은 교수님께 연락 드려봐그리고 아마 담당 교수님이랑은 상담 아마 해야할거야
다른과 전선 못듣나???,들을 수 잏음
다른학과거 들어도 돼 ?,안돼지
단국대 치위생 가능해요?,하는만큼에 따라 다르겠죠?
담배 어떻게 해결해..?,못 펴서 강제 금연기간이지 ㅋㅋㅋ
답 맞춰보실분 계실까요?,교수님 ㄴㄱ
당신.. 과제는 했나요?,과제가 없네 ㅎ
대면 이제 많이 했잖아?,인저엉~
대충 몇키로 빠지려나??,머리가 더 빠질껄
대충 어떤식으로 나옴 ?,과제같음
도대체 무슨 일인거죠??,걍 병신임 과톡에서 저지랄하네
도서관 연락온사람..??,아직 연락못받았음?? 탈락했나보네
도서관 주말에도 열어요?,아닐걸요
도서관처럼 큐브 있나요?,국교선 그거 못봤는디
도시락 싸와서 먹어두됨?,된뎅
도와주실분 있으실까요??,저 오늘 밤샐건데 같이하실래요??
돈 언제 들어와....?,아직 안들어오ㅓㅆ음??
돌아오는주 대면인가요??,비대면인적 없었는데 공지사항 뭐 올라옴?
동선만 겹친거면 가능??,뭐 걸릴확률이 크진 않겠지만 안가는게 좋지
동영상 재생이 안 되는데,저도여...
동영상강의야 대면이야??,그러게 계획서는 녹강인데
동영상으로 제출 해야해?,ㄴㄴ 그냥 글로 작성해도 돼
둔동 산책하실려 내일??,둔동에 산책할 곳이 있나
둘다 밤샘하고 그런거야?,건축학과는 디자인 건축공학은 공학임.
둘중에 어디가 더 좋앞?,비슷하던데!!
듣는분 혹시 계시나요??,시험 잘 보셨어요?
들어가는 3학년있니..?,나아
들어야 하는데 왜 없어?,이번 학기에 안 하나봄
등록금 고지서 언제나와?,학사일정ㄱ
따로 확인하는곳이 있어?,전화오거나 이제 힉교로 전체 공지올라옴
땅이 있으면 어떨거같음?,나도 모르게 있다면 일단 기분은 좋겠지
라면 국물 쏟음..하..,저번에 나도 찾아봣는데 학교 주변은 다 코인세탁소고.. 맡길 수 있는 곳은 버스타구 가야하더라
룸메이트 신청 안되겠죠?,29일부터 아닌가요
마라벨이 나온다고????,으흥! 이건 못참지!!!
마스크 완전 탈피 가능?,얼마나 남음?
만점이 100이 아닌가?,70임
많이 영향 미치나요.?.,전공입니다
많이 잔인해? 무서워??,잔인한데 ㅈㄴ 리얼함. 보면 좀 충격적일 수도 있음
맛있음? 어디에 오는 겨,기숙사 앞으로 옵니다 덕명 중학교 앞이요~~
머꼬 왜 혼자 불 꺼지지,나만 꺼진건가??
머리 띵한데 이거 맞냐?,거북목이네....스트레칭 자주해라
메일 늦게보시나...??,교바교ㅇㅇ
몇 시까지 쓸 수 있음?,섹시
몇명부터 비대면인가요??,학교자체는모르겠고 강의에선 반에서 3분의 1정도 확진이돼야 줌한대요 ㅠ
몇번 타고 가야하나요?.,104
몇시까지 먹을수있나요??,11월 02일
몇시부터 몇시까지 팔아?,5~10?
몇시에 보는지 아시는분?,2시
몇장부터 몇장까지에여??,안알려줌
몇층에 프린터기 있나요?,경상대로.
몇프로 이하는 f아닌가?,70프로까진 b고 나머진 자율
모모멘 오늘 열었나요??,맛있어?
못하면 국장 탈락인디..,b는 책만펴도 줌
못하면 어떻게 되나요??,교도소가요
무슨색이 더 나은거같아?,검은색
무슨요일 몇시에 열어??,화욜
문 열자마자 단내 오지네,단내..?? 어떤거 목었는데?
문 잠겨있진 않겠지..?,엉 쓸수있어
문과라 이 건물 몰라..,4층 엘베에서 내려서 앞으로 끝까지 쭉가면 비상구 계단나오는데 거기 바로 옥상으로 나가는 문잇음
문자온거 가는사람 있어?,너 갈꺼야?
문제 풀것도 많지 않던데,그냥 계속 문제 풀면서 이해할려고 노력중에요...
뭐 필요함?? 논산임..,멘탈
뭐로 선택해야하나요?ㅠㅠ,학부편입생!
뭐쓰시나요? 추천해주세요,하우머치 깔끔하고 좋음
미사일 날라오는줄 알았네,옆동네 계룡에 공군 부대 있어서 그럼
미응시만 F받을수있나요?,미적이나 물리같은건 중간기말합쳐서 30점미만이면 f나와요
미적2  기말  어땠음?,아니 이건 그냥 만점맞으라고 주는 문제잖아
미적분 F 몇점임ㅋㅋㅍ?,안본거나 마찬가지면 F일듯
받은 사람 학점 몇이야?,4.42
밥 피시방은 별로더라 ㅠ,밥이별로인 밥피시방
밭대 어떤과가 주로 봄?,화생공 건환공
백분위 계산 어케하나요?,그니깐요
버리는 데 어디 있나요?,카페 지나서 뒤쪽 쓰레기장
병원가서 양성판정받았는데,아니 나도 병원에서 판정받고 출석인정받음
보통 언제 입금해주나요?,늦게
보통 종강 언제쯤 해??,개강날 전주였나
복학신청 언제인지 떳나?,떴어요 7월 2일부터9월27일까지 가능해요
본다는 퀴즈가 뭐죠..?,리허설 아니에요?
부산행보다 더 섬뜩하나?,예고편이라도봐바 단체신이 일단 개많아 ㅇㅇ
불허 나는 경우 많음 ?,거의 없지
붕어빵 파는 데 잇어여?,작년에 붕어빵 파는 할아버지가 붕어빵 봉지에 담배꽁초 버려져있는 종이컵? 뭐 이런거 든 봉지에 줘서 영업정지 당했었는데...
비대면인거 맞겠지..??,90
빡셌음 ? 낼은 어떠려나,ㅇㅇ그냥 과목 다 꽉 참 ㅋㅋㅋㅋㅋ
빨래 밤에 해도 되나요?,23시 이후인가 닫을걸요
빨래건조대 ㅇㄷ다 놔요?,방
빨래돌려도 됨? 인재동임,되간?
ㅅㅂ 나 언제 듣냐고..,작년 계절학기꺼봐봐
산디 ㅇㅅㅇ교수님 어때?,뭔 과목 하심
상담 신청 어떻게 해요?,교수님께 이메일 보내보세요
생각보다 나쁘지 않은듯?,"근데 지짜 물고기가 사람으로 변한느낌이야,,"
샤워기 필터 필요할까요?,ㄴㄴ 괜찮음
서류 나중에 등록해도돼?,서류는 기간 좀 더 있는걸로 알긴한데 홈페이지 들어가서 확인해봐 그게 제일 확실해
서술형쓰기 빡센가요..?,강의만 잘 들었다면 100점 쌉가능
선물 뭐줘야됨?? 추천좀,변치 않은 니마음?
선불카드로도 받을수있음?,체크카드 가능할걸 포인트형식으로 차감되는거 그리고 지역화폐도 가능할거고 자세한건 카드사 또는 뉴스보는거 추천할게
선형대수학 1명늘었누..,아마 4학년 막학기
설거지 같이 하면 안돼?,우리집 설거지나 해줘
설마 오늘 휴강인가??!,겨수님 누구임?
성공한 사람 있나요..?,저요..!!!!!
성심당 말구 ㅇㅅ유...,탱큐베리머치 거기 괜찮아!
성적 나온 과목 있나요?,졸논도 안전공학도 안나옴
성적몇이야? 난 4.42,그정도면 인문대 아니야?
소득분위 제한 없는거지?,있는거아님? 다자녀말하는거?
수업 몇 분 전에 해??,나 1분
수업 뭐듣는다고 했지??,미국소설
수업한다고 하셨는데...,수업한다고 하셨으면 안괜찮...지않을까요
숙박하룻밤 얼마정도 해?,야놀자로 찾아봐
순대차 갔어??? ㅇㅅㅇ,이시간이면 가셨을듯?
순대차 몇시에 퇴근이셔?,11시 반쯤? 빨리 팔리면 더 일찍 늦게 팔리면 12시쯤
순위가 어떻게 되나요 ?,건양대
쉬움? 어려움? ㅍㅌㅊ?,어려웠쪙
스티커로 가려도 되나요?,보여줄 일이 없을..걸요..??
시수맞춘다고 휴강한다던데,교수님 누구신데요? 저도 휴강이라고 하셨는데
시즌2가 끝이려나...?,시즌1  못 따라감..
시험 2시야? 3시야??,수업 어려움? 어때?
시험 내는 강의도 있음?,ㅇㅇ근데 오픈북일때있지
시험 많이 어렵나용…??,교수님이 언급하신거 잘 쓰면 A+
시험범위 5장까지 맞아?,7장인디
시험범위 중간이후부터지?,lru 에서 하나 나온다
시험범위좀 알려줘요...,오픈북이야?
신규 확진자 수임????,당연한거 아님?..
신입생이라 잘 모르겠숴요,서로 손 뻗어서 중간지점에서 받고 줬는데 아님 걸어가서 전해주던가
신청 언제언제 받아요??,학기 초여
신청하면 등록금 얼마임?,정규 학기는 걍 다 내야함
신청해도 떨어질수 있나?,학점 봐요
실습 과제 다 했어???,이거 왜 설치가안댐???????????
심지어 지금은 비조차안옴,새벽~6시 반 까지가 엄청났어
싸고 괜찮은데 잇음???,싼데는 투썸옆이 싸대
"썬칩, 포카칩 최애 과자",존맛탱
쓴맛나는거 말고 달달한거,탬파카에서 먹어봤는데 맛있더라
씨발 하나남았는데 좆같네,무엇
ㅇㅊㅎ vs ㅇㅇㅇㄴㄱ?,ㄹㅇ 레전드 두명이다
아 근데 개비싸던데 ㄹㅇ,긱사살빠에 자취하는게 나을수도
아 렉 왜이래? 수업인데,학교에서 9-10시까지 긴급점검해선가
아는사람!!!!!!!!!,몰라!!!!!!!!
아니 나 목아픈데 하..,안함 ㅋㅋ
아니면 떡볶이 맛있는곳좀,신가네 매운떡볶이
아니면 바로 반영안됨??,바로 안됨
아니면 수강이 안되나..,들을수 있을때 들어 아니면 2학년때 1.2다 듣던가
아니면 시간제한 하나요?,11시부터2시까지열걸요?
아니면 학과로 가야하나?,무인발매기 가능함
아님 그냥 분식집 순대야,둘다있음
아님 새책이 더 좋나요?,갠적으로 중고 추천..!
아무나 도와주실분???ㅠ,먼데
아직 공부 한 자도 안함,한달정도 남았을걸요?
아직 공지 안뜬거 맞지?,ㅇㅇ 학교에서 하는 교내근로일때 뜸
아직 안 올리신건가..?,아마 수업 당일 날 2~3일전에 올려주신다고 한거같아요
아직 영상 안 올라왔지?,ㄹㅇ 언제올리실까
아직도 뜨거운물 안나와?,ㅇㅈ 라면좀 먹자
안맞은사람... 이유는?,코로나 걸려서 뒤지려고
안물어보는게 낫겠지..?,나도 고민…
안하면 불이익있어요..?,불이익은 없는데 일단 발표자 이름 올린것만으로도 점수 높음
알려주세영>< 선배님들~,11시반
알려주시면 감사하겠습니다,실명같은 익명
알려줄때마다 아아 조공함,전자기 유도는 알려줄 수 있음
애들이 농사짓는다고 놀려,제발 바뀌었음 좋겟다
애플워치 스트랩도 파나?,파는데 쇠독오를거같아서 안사고싶음
애플케어 드는게 나을까?,나 나오자마자 케어 없이 사서 지금까지 너무 잘 쓰는중
얘 왜 자꾸 움직여..?,밥 먹으러 가나봐
얘 왤케 인기좋음????,마멜 쿠로미 많긴 하더라 트위터에도 많음
어디 있어? 먹고시푸…ㅜ,라니마라탕?
어디가 제일 괜찮은가요?,덕명1번지 공인중개사 친절하심
