Q,A
왜?...20분2ㅐ 대기중인데,나만 그런 줄
일해본사람 있어? 거기 어때?,알바 귀엽더라
장학금 받을 수 있나요? ㅠㅠ,존나 병신같음
재학증명서 어디서 뗄수있음??,대학본부 1층
지금은 예비수강 못하는거임??,오늘 자정까지
첫수업은 교재 없어도 되겠지?,오티 듣구 사
취업정보방 비밀번호가 뭔가요?,자주 바뀐대요
학교에 팩스 보낼 곳 있어요?,앱으로도 가능
한다는데 하면 안좋은게 있나?,어색하다는거?
한밭대근처에 건면파는데 없냐?,건면존맛 홈픍
21일 군대 가는 사람 있나요?,아뇨 뚱인데요
강의실 어디야?? 209호..?,ㄹㅇ 어디임?
같은나라가 아닌거같은데 진심으로,미안하다..ㅜ
결석 2번이면 A 못 받을까요?,셤만 잘보면됌
기공 대면식 톡방 만들어졌나요?,"전 아직 ,,"
다들 몇시간 걸려? 난 한시간반,나도 한시간반
대체뭐죠..? 계속 전화 오던데,그니까 ㅋㅋㅋ
들었던 사람들아 많이 어려웠음?,꽤 어려웠어요
블레이저 입을만함? 아직인가??,아직은 아닌듯
뿌리고 들어가면 F는 안받겠지?,올에프 ㅋㅋㅋ
시간 안되서 못밧는데 누구엿음?,뒷북 장난없네
식당 위치가 어디쯤에 있나요??,목련화동쪽이요
아직 1차만 맞았는데 안되려나?,ㄴ ㄴ상관 ㄴ
어떠셔?? 딴분 잡으려다 실패잉,상상 이상이셔
엉덩이에 주사 맞을 밭붕이있나?,뭔주사놔주려고
영어로 나오느…? 오픈북인가..,제발 대체과제
요즘 카메라 어플 뭐가 좋아??,기본캠이 최고
요즘 하이큐보고 병걸린듯 ㅋㅋㅋ,아마 없을건데
의지력 거리던데 쟤 정상아니지?,ㅇㅇ 비정상임
인재동 앞 조용히하라고 할까요?,ㅇㅇ 바로 ㄱ
직접트는거아니야? 진짜 찜통인데,직접 틀으면됨
책사야됨?녹강봐도 책얘기는없던데,시험때 필요함
체중계삼? 아님 근처에 뭐있음?,싸구려 샀음.
컴활 하나만 따둬도 충분하려나?,그건 너 선택
톡 초대됐어? 나 떨어졌나벼..,"야 너두,,?"
한자리 남았는데 하실분계신가여?,구하셨나여…?
한학기를 잘 보내고 싶네...ㅠ,혹시 남자세요
2주차 과제 답 비교해 볼 사람?,한번 해볼래?
4학년 지금 수강신청 로그인 돼?,? 왜 되지?
ppt 5번까지만 보면 되는거지?,내가 깔아줄게
강의 다들은사람? 아니면 끝낸사람,강의는 다들음
과톡에서 별말없었으면 상관없겠지?,상담 안했오?
괜찮은거 있으면 추천 부탁드려요!,에스쁘아 좋음
급여를 말 안하는건 무슨 심리임?,너내노예가되라
길게말할 필요도 없는건 다 알지?,세법보다 심각
꼭 물어봐야할 질문 뭐가 있을까?,알람잘듣는지?
나 타코야끼 너무 먹고싶은데 ㅜㅜ,오늘 안오셔!
나만 아직도 학적정보 심사중이야?,나도 심사중임
넷플 자리 남는 곳 있을까요?😢,나랑 같이보자
누구누구 부인께서 부려먹으셨다는데,행시가 5급임
다들 갈거임? 난 ㅈㄴ 고민중인데,ㅇㅇㅈ? 안가
대학영어 오늘도 정원 늘어나려나?,나 드랍할거임
도서관 전자책은 어캐 빌리는거야?,교보문고 어플
동영상 강의도 시험범위 맞나요??,개멋져 교수님
디저트도 파나요?? 어떤거 있나요,스콘이랑 쿠키
매월 10일날 몇시쯤에 나오나여?,04월 05일
몇 점인지 아시나요? 성적 떴는데,몇점나왔어요?
몇명이 담았는지 확인 못하는거야?,에타시간표 ㄱ
무슨 아침부터 해? 너무 시끄럽다,저녁엔 못해서
미방 배수형교수님 f 잘주시나요?,전설의 교수님
삼성페이로 출입이랑 결제되나요??,출입이안될걸요
시험 언제임??? 말해주는게 없네,내말이 그말이
아.. 내년초에 군대가야하는데..,긱사 ㄱ ㅡㄱ
어디가 비립종 제거 더 잘해줘?!,규동 먹고싶다
오티스의 상담소로 공부 해도 됨?,oitnb추천
요가매트깔면 소음 좀 줄어드려나?,루마니안 해라
월요일 오전 n8 시험 몇시야 ?,일정을 좀 봐
유적지 발견됐는데 그냥 계속 짓네,경주도 똑같아
이거 확인자는 누구 말하는거임??,담당 교수님?
이번에 새로오신 분이 하실거같은데,ㄱㄴㅇ교수님?
전기공학과 파이썬 하면 안되나요?,하셔도 됩니다
참가하거나 응원하러가는 사람 있?,셤 공부나할래
학사일정에 안나와있는데 언제임??,공지에 올라옴
학하동 투모어 헬스장 괜찮나요??,핡핡 헬스장?
혹시 건축공학과도 족보가 있나요?,몇학년인데요?
혼자서 하는데 너무 심심해요 ㅠㅜ,어디 하세요?
10시쯤에 가도 자리 꽉 차있나요?,오전 10시요
15km 정도 나오는데 가능할까 ?,15면 불가능
1학년인데 많이 심각한가..? ㅜㅜ,이제 드랍못해
2월 까지 양도 하시는분 계신가요?,넹 쪽지주세욤
7주차 수업까지 인거같은데 맞나요?,배운 범위까지
경회 진설 3 내일 휴강 아니죠??,알려주세요🥺
계절학기때 2개이상 신청가능한가요?,2개까지 ㄱㄴ
고급c  들어갔는데 강의평이 영..,그럼 버려줘ㅎ
고양이집 외부인이 와서 만드는거야?,교내 캣맘들?
관련해서 병원 아는 사람 있어..?,목동 튼튼병원
그걸로 제적되거나 그런 건 아니지?,최소학점 있지
그냥 앉아만 있어도 포근한 의자같이,그 어디였더라
나 왕따라 같이 해줄 사람 있어??,닌텐도 스위치
내일 아침에 과사에 전화해도 받음?,9시 이후로!
너네 지각하면 시간 지각한대로 써?,우린 안쓰는데
대면임?? 알려 주라주라 주라 주라,아직 공지없슴
둔동인뎅 14:00 이후로 가능 ㅋ,너 좀 쿨하네
또지랄났네 걍 디질때까지 술쳐먹어라,아직 시끄러움
몇점정도면 토익 졸업하기에 괜찮음?,800 900
버퍼링이 심한데 어떻게 못 하나요?,구관? 신관?
보고서 과제 제출 언제까지 인가요?,쪽지 보낼게요
수강신청 대기이면 거의 확정아님??,나두 궁금..
수업 인원 몇명 아래면 절대평가야?,이번에 상대래
안내면 체육대회 참여 못하나요..?,체육대회 해?
어디서 뽑아? 찾아봐도 안보여서..,N1에 없니?
오늘 안예은씨 대전 어디에 온거야?,대전 빵축제!
왜 프로젝트 점수 아직도 안나옴??,ㄱㄷ내가물어봄
이번에도 받을까 ? ㅋㅋㅋㅋㅋㅋㅋㅋ,농구?ㅋㅋㅋㅋ
전기공학관 002왔는데 아무도 없음,114로 바뀜
전부 25ml넘게 적정들어갔나요??,걍 가라치게요
전산정보원 연락왔어? 나만안오나..,나도안왓엉..
정원 1명 있는거 내일 가능하려나?,지금하면 되지
제발 ㅜㅜ 이거 빼고 다 썼는데..,하 ㅇㅈ ㅠㅜ
지금 혼자 쓸 수 있는 방은 없지?,추가모집됐어?
진로설계 이거 교양이야? 전공이야?,둘다 아니야!
폰이랑 컴터 두개로 접속 가능하지?,ㄴㄴ 찾아보셈
학생회비 환불 받으신 분 있나요??,죽어도 안해줌
헤헤~ 나도 당연히 2번 찍었지!!,게이야....
혹시 팔찌 습득하신분 있나요? ㅠㅠ,은색 맞나요?
홍영준교수님 수업 책사는게 좋아요?,사라고하셨어요
확정 언제떴어? 보통 얼마나 걸려?,혹시 떴어??
1 정문근처 2 서래근처 3 긱사근처,공대는 닥 1
C+ C0 는 무조건 재수강해야돼??,안해도 안죽음
거리두기 끝났는데예지관 24시간 함?,공지를 봐앙~
그냥 물 적시고 그냥 생으로 밀지??,물을 왜..?
나는 안켜짐 층바층임? 동바동임?대체,성실동 안나옴
너넨 뭐써? 자세한 제품명도 알려주라,헤라 cc크림
다른과 과사근로도 하나..? 걱정이네,보통 안 뽑힞
동전으로도 충전 되던가..? 까묵었다,오직 지폐만!
물고기잡는데 저렇게 호들갑 떨 일인가,나이도 개많네
미래동 1층에 있었는데 없넹 오디갔댜,그거 없어져서
밭대 주변에 컬러 프린트 얼마에요??,장당 100원
배드민턴 동아리 활동 많이 하나요??,그니깐요 ㅠㅠ
보통 전액은 몇학점정도까지 받아..?,당연 4.5지
복수전공으로 융합경영학과 붙은 사람?,불허됐네 시벌
빌려다가 복사해서 따로보는사람있어??,오 똑똑한데?
ㅇㄷㅎ교수님 강의 듣는데 공부팁있음?,퀴즈말하는거?
아ㅋㅋ 우리 지역 스벅 없다구 안해~,어디서하는데?
애케플 가입할까? 보호필름만 붙일예정,7이면 가입함
오늘 고분자 재료 쪽지시험 안보겠지?,보는거아니야?
요즘도 막 선후배간에 기강잡고그러냐?,요즘 누가그럼
원룸 1년계약말고 단기계약 해주나요?,발품팔아봐야지
웨 아직 몇시에 온다는 문자가 안오냥,그렇게 목요일
이거 사고싶은데 합리적인 판단이냐??,그뭔씹인뎅??
이건 뭔 ㅋㅋㅋㅋ 뭐야..?ㅋㅋㅋㅋㅋ,무슨과목 ??
이미 입실 기간 지나지 않았어...?,내룸메도 안옴
이정도면 대학생 하위 10프로 가능?,대부분 이럴걸
인문사회학관이랑 전자전기관 먼가요??,약 5분거리?
재수강 하려했는데 재수강 못하나요??,할 수 있어요
전단이 내오냐 응력이 나오냐 답은??,나는 다 나옴
졸업학점 몇학점 남음? 이번 제외하고,난 17.5?
처음 내용꺼 시험 범위 아닌거 아녀?,처음이 뭐였지
축구 하는 사람 있어?? 껴달라 하게,축구 재밌겠다
학교 강의실마다 씨씨티비 있나????,뭐하려고..!
혹시 문자 온 번호로 답장 드렸나요?,안오면 탈락임
17/40 이러는데 폐강될 수 있나요?,그정도면 유지
29인걸로 알고있는데 9월 1일인가요?,29일 맞아용
ㄱㅎㅈ교수님인데 나만 안나온거 아니지?,저도 아직..
과제 제출란 아직 안뜬거 실화야..??,어디로들어가?
과제어디서봄?? 1주차빼곤 안올라왔는데,강의에 있는데
교수님이 ppt파일 주신거로 하셨나요?,ㅈㅅㄱ교수님?
교재필요한가요?? 수업은 괜찮은지여!!,교재 있어야돼
구관 긱사생이 신관 헬스장 써도 되나?,어딜 구관이;
나만그래????ㅠㅠㅠ 그럼음식점 못가?,다시 업뎃해바
내년 1학기하고 2학기 휴학 할수있음?,못할 건 뭐임
마르지엘라 지갑 주우신 분 계신가요??,한밭 코노에요
"멜론 넘 비싼것같아서, 다른앱 있나요?",유튭 프리미엄
몇점들나옴? 이번에 생각보다 낮게나왔네,109점 나옴
몇학번부터 재수강 최대학점 B+인가요?,a0 일걸요?
문제 오류같던데.. 어거지로 답은 나옴,답 뭐 나옴?
백분위보고줌? 아님 전공많이들은 순서?,백분위 일껄?
복학하고 1학기 수업 들을 수 있나요?,3월달 멀었다
ㅇㅂㅇ 교수님 내일 오전수업 대면이야?,아니면 좋겠다
ㅇㅊㅇ교수님 강의실 n7 303인가요?,n7이에요??
왜 예약 안받음? 거의 1년째 아닌가?,ㅁㄹ 하기싫대
우리학교는 오늘 성년의날 이벤트 없징?,과마다 다른듯
원래 사실대로 그냥 적는건가? ㅋㅋㅋㅋ,난 그냥 적음
주변에 해군 간 사람이 없어서 모르것네,어 나 해군임
진로설계 제출 사이트 아는 사람있나요?,경력관리시스템
축제 함? 작년 10월인가 했던 것처럼,할거가튼데??
취업하면 교수님이 출결이런거 좀 봐줌?,막학기만 가능
학교꺼 다운받을수있는거야?평생쓸수있어?,졸업하면 몬함
한빛탑에서 행사한다구 하네! 쪽지 ㄱㄱ,무슨축제야??
햄버거 가게같은 저녁 때울 가게 있음?,서브웨이 있어
혹시 독학할만한 교재 추천가능하실까요?,국비지원 ㄱㄱ
회계학과 한현재 어떻게 들어가는거에요?,한화현재재꼴등
1시간 기다렷는데 비엔나 다태웟누...?,헐 너무심한데
29일까지 맞나?,엥? 4월초까지
atm기쓰려는데ㅜ,네 열려있어요!
ot 빨리 끝나?,ㄴㄴ 거의 풀강
qr 안찍어도됨?,무슨 qr..?
구암역으로 바뀜?,바뀐지 좀 됐지
그게 바로 나야나,우와 머사는데?
난 오늘 왔던데!,선발되셨나요??
놀리고 싶어서 ㅋ,ㅋ 군대나 가라
다 거기서거긴가요,데일리 비싼값함
단톡방 두개생김?,복전생 관심없음
대기시간 길어??,보건소 가서 해
대면수업 맞냐.?,누구교수님이여?
바뀔 확률 없지?,바뀌면 나 울어
보일러 잘 나와?,아침에 좀 추움
부탁드랴요 ㅠㅠㅠ,못찾았어요 퓨ㅠ
삼천동 사는사람?,나 전주 삼천동
상관없겠지...?,나도고민중 ㅋㅋ
성적장학금 가능?,보통 전장 가능
셤들 잘봣나요?!,누구교수님이세용
시험 어떻게 봄?,망하는 거지 뭐
어딨는지 모르겠어,서점있는층에있어
어차피 통합될거면,갈수있을때 가라
얼마나 걸렸나요?,저도 궁금..!
오늘 수업있나요?,네있는걸로알아요
오늘도 24시 ?,ㄴㄴ 17일까지
왐마 귀찮아죽겟다,유온역에두 있음
우리 대면해??!,ㄴㄴ 한단말없음
이제 못내는거임?,내는 시기 있음
점수 몇 나왔음?,점수 나옴..?
점호어디쯤이에요?,7층 끝났어요!
축구 함? 몇명?,ㅇㅇ 10명정도
캐리어에 담아서?,비행기로 옮겨요
파는곳 어디에여?,편의점에 팔아요
파오리 와 안나와,파오리 희귀야?
하나도 빠짐없이?,그렇게 보면 됨
학점 인정 됨 ?,학은제 할라구?
후리스 입어도되나,약간 쌀쌀 한듯
11시부터 맞지??,이번엔 대면임?
가까운곳으로 추천좀,버스타고 둔산가
가수들 몇시쯤에와?,"7 30,,,-"
계속 동영상강의야?,ㅇㅇ 그럴것같아
공지 해주셨나 ㅠㅠ,해줬어 단톡방에
과제 언제까진가요?,동물 그리는거?
기계말고 또 있나?,물론 2학년부터
나만 반팔입었네ㅜㅠ,낮기온 17도임
너희 술게임은아니?,안녕클레오파트라
다들 시험 어땠어?,어려웠음;;;;
당황이라는걸 안해?,함 니가 모를뿐
듣는데 얼마들어요?,1학점당 3만원
또 기회가 오게찌?,잔여백신 맞으셈
바지 줄이고 싶은데,아파트쪽에 있어
밤에 사람 많나요?,밤엔 늘 많았음
수업은 들어야지..,세구빛을 참아?
수통골 말고 다른곳,디금은 춥지..
어디서 문자왔는데?,너 혹시 왔어?
오늘도 대면 맞죠?,ㄱㅇㄱ교수님..
왜 안 들어가짐 ?,비번을 안바꿔서
왜케 조용한 것같지,교양을 안듣잖아
잘 본 사람 ..?,주관식 어렵더라
장학금 가능할까요?,과마다 다를텐데
조기졸업할수있나요?,조기졸업요건 ㄱ
좋아요라는 뜻이지?,사랑해요 아님?
탕탕절 ㅁㅊ네...,? 이게 뭐야?
it융합기술 어때요?,입 여무송 ㅋㅋ
강의는 못듣는거아냐?,대면이면 못듣지
나 개망한건가....,5분에서 7분?
나 수능 444엿는디,전기 43233
내 우산 아끼는건데…,1층 경비아저씨
낼 수업 없는거맞져?,진로설계? 있음
뉴진스 첫축제인가??,ㄷㄱㄷ가ㅜ어디야
몇시부터 몇시까지임?,6시가마지막이지
목쿠가 그리 힘들어?,남자면 하지마라
바람 근처라도....,응? 제발...
수강 철회 안 돼요?,수강 정정 가능
스테이씨일 가능성은?,오 나랑 똑같다
시함 어려웠나여..?,아직 안 봤어용
시험 나만 어려웠어?,교수님도 써야지
진순 작은컵 두개..,먹고싶다 배고파
진짜 답답해 죽겠는데,"밤에 하지,,,"
차왔나여? 알려주세용,탁코야키 왔어요
ㅋㅋ 뒤통수때리고십농,먼 상관이고ㅋㅋ
한밭대 근처에 있음?,진잠은아는데..
회비 오늘까지인가요?,ㄴㄴ 14일까지
휴학생도 가능한가요?,그르지 않을까용
7전공 어떰? 힘들라나,7개나 먹었음?
C+는 백분위 몇이야?,75-79.99
갑자기 비빔밥이 땡기네,전주가서 드쉴?
강의실어디야?? 몰겟네,n4동 302호
계속 얼어있을거 같은데,어쩌다 노는데?
그냥 계속 유효한건가?,1년까지사용가능
내일 대면인데 뭐했어?,그냥하던거하는데
너무 늦게보는거 같은데,그럼 보지 마셈
누락된건 아니겠지..?,국가는 다들어옴
다들 새해목표 뭐양??,니 마음 뺏는거
다들 어디꺼 좋아해??,난 탕화쿵푸 ㅎ
